dwNestID;dwHiveID;dwTacticsID;nRegionDBID;fLocalPosX;fLocalPosY;fLocalPosZ;wInitialDir;nRadius;nGenerateRadius;nChampionGenPercentage;dwDelayTimeMin;dwDelayTimeMax;dwMaxTotalCount;btFlag;btRespawn;btType
16821;305;25500;24928;142,96;-146,96;1377,05;0;200;150;10;5;6;2;0;1;0
16823;305;25100;24928;139,15;-146,95;1394,82;0;200;150;10;12;16;2;0;1;0
16824;305;25500;25184;1227,64;-174,9;921,22;0;200;150;10;5;6;2;0;1;0
16825;305;25100;25184;1234,12;-174,92;936,78;0;200;150;10;12;16;2;0;1;0
16827;305;25500;25184;315,04;-172,44;1326,6;0;200;150;10;5;6;1;0;1;0
16828;305;25100;25184;312,42;-173,04;1344,75;0;200;150;10;12;16;4;0;1;0
16830;305;25500;25183;1699,47;-170,36;1462,62;0;200;150;10;5;6;2;0;1;0
16832;305;25100;25183;1717,56;-170,29;1465,2;0;200;150;10;12;16;4;0;1;0
16833;305;25500;25183;640,72;-169,37;1694,16;0;200;150;10;5;6;2;0;1;0
16834;305;25100;25183;640,72;-169,35;1707,06;0;200;150;10;12;16;2;0;1;0
16836;305;25500;25182;1706,95;-136,69;1897,23;0;200;150;10;5;6;2;0;1;0
16838;305;25100;25182;1687,95;-137,69;1896,1;0;200;150;10;12;16;2;0;1;0
16839;305;25500;25182;952,97;8,06;1481,64;0;200;150;10;5;6;2;0;1;0
16840;305;25100;25182;953,13;10,96;1462,3;0;200;150;10;12;16;2;0;1;0
16842;305;25500;25438;429,89;19,67;120,92;0;200;150;10;5;6;2;0;1;0
16844;305;25100;25438;421,62;18;96,45;0;200;150;10;12;16;4;0;1;0
16845;305;25500;25183;221,1;-160,36;386,13;0;200;150;10;5;6;2;0;1;0
16847;305;25100;25183;204,1;-159,78;395,02;0;200;150;10;12;16;2;0;1;0
16848;305;25100;25183;250,44;-99,58;1730,12;0;500;450;10;12;16;4;0;1;0
16849;305;25100;24927;1744,38;-146,64;1668,71;0;500;450;10;12;16;4;0;1;0
16850;305;25100;24927;641,9;-149,07;1793,72;0;500;450;10;12;16;4;0;1;0
16851;305;25100;25182;470,74;-11,51;1565,68;0;500;450;10;12;16;4;0;1;0
16852;305;25100;25182;925,54;-95,53;925,16;0;500;450;10;12;16;4;0;1;0
16853;307;25500;25182;107,97;175,12;848,3;0;200;150;10;10;12;2;0;1;0
16854;307;25100;25182;94,51;173,68;826,01;0;200;150;10;6;7;3;0;1;0
16856;305;25100;24926;1068,02;-51,52;1860,22;0;500;450;10;12;16;4;0;1;0
16857;305;25100;25184;828,44;-173,53;853,58;0;500;450;10;12;16;4;0;1;0
16858;305;25100;25183;816,84;-171,73;1192,24;0;500;450;10;12;16;4;0;1;0
16859;305;25300;25182;1678,14;-86,5;1287,25;0;500;450;10;8;12;4;0;1;0
16860;305;25300;25182;1888,04;-103,42;73,33;0;500;450;10;8;12;4;0;1;0
16861;305;25300;25182;1501,59;-169,22;649,46;0;500;450;10;8;12;4;0;1;0
16862;305;25300;25183;302,38;-176,75;788,11;0;500;450;10;8;12;4;0;1;0
16864;305;25100;25184;97,64;-195,51;1557,14;0;400;350;10;12;16;4;0;1;0
16865;305;25300;25184;456,23;-157,08;326,58;0;500;450;10;8;12;4;0;1;0
16866;305;25300;25184;1645,01;-185,55;661,18;0;500;450;10;8;12;4;0;1;0
16867;305;25500;25183;1278,01;-174,12;613,23;0;200;150;10;5;6;2;0;1;0
16869;305;25100;25183;1254,8;-176,44;646,63;0;200;150;10;12;16;2;0;1;0
16870;305;25300;25183;1658,07;-168,06;848,2;0;500;450;10;8;12;4;0;1;0
16871;305;25300;25183;1017,29;-174,16;427,46;0;500;450;10;8;12;4;0;1;0
16872;305;25700;25185;257,97;-117,93;581,05;0;200;150;10;12;20;1;0;1;0
16873;305;25300;25185;274,39;-112;595,59;0;200;150;10;8;9;4;0;1;0
16876;305;25700;25185;1049,09;34,13;912,46;0;200;150;10;12;20;1;0;1;0
16878;305;25300;25185;1025,52;30,77;933,86;0;200;150;10;8;12;2;0;1;0
16879;305;25700;25185;1405,04;155,67;1624,22;0;200;150;10;12;20;1;0;1;0
16880;305;25300;25185;1389,38;154,36;1624,4;0;200;150;10;8;12;2;0;1;0
16883;305;25300;25185;719,81;-10,42;651,14;0;400;350;10;8;12;4;0;1;0
16884;305;25300;25185;1296,05;93,46;1277,93;0;400;350;10;8;12;4;0;1;0
16885;305;25300;25441;1481,75;180;81,6;0;400;350;10;8;12;4;0;1;0
16886;311;25900;25186;86,09;180;216,4;0;450;300;10;7;8;4;0;1;0
16887;311;26100;24930;485,47;180;1466,68;0;450;300;10;7;8;4;0;1;0
16888;311;25900;24930;514,89;181,57;654,34;0;450;300;10;7;8;4;0;1;0
16889;311;26100;24930;1299,78;180;820,29;0;450;300;10;7;8;4;0;1;0
16890;311;25900;24930;1123,89;180;1423,33;0;450;300;10;7;8;4;0;1;0
16891;311;26100;25186;784,48;180;115,56;0;450;300;10;7;8;4;0;1;0
16892;311;25900;25186;454,11;208,65;851,39;0;450;300;10;7;8;4;0;1;0
16893;311;25900;25186;1251,51;180;666,79;0;450;300;10;7;8;4;0;1;0
16894;311;26100;25186;861,99;180;1381,79;0;450;300;10;7;8;4;0;1;0
16895;311;25900;25186;337,53;180;1652,1;0;450;300;10;7;8;4;0;1;0
16896;311;25900;25442;860,27;180;240,94;0;450;300;10;7;8;4;0;1;0
16897;311;26100;25442;240,48;180;571,77;0;450;300;10;7;8;3;0;1;0
16898;311;25900;24931;146,78;327,37;1617,73;0;450;300;10;7;8;4;0;1;0
16899;311;26100;24931;297,98;321,19;1042,92;0;450;300;10;7;8;4;0;1;0
16900;311;25900;24931;426,56;310,27;276,62;0;450;300;10;7;8;4;0;1;0
16901;311;25900;24675;1051,57;298,63;1827,78;0;450;300;10;7;8;4;0;1;0
16902;311;26100;24931;1678,6;302,47;62,43;0;450;300;10;7;8;4;0;1;0
16903;311;26100;24931;1109,32;309,74;532,65;0;450;300;10;7;8;4;0;1;0
16904;311;25900;24931;900,24;351,16;1099,89;0;450;300;10;7;8;4;0;1;0
16905;311;25900;24931;1577,32;352,13;943,85;0;450;300;10;7;8;4;0;1;0
16906;311;26100;24931;1242,9;180;1830,42;0;200;150;10;7;8;2;0;1;0
16907;311;25900;24931;1224,88;180;1832,42;0;250;150;10;7;8;2;0;1;0
16910;311;26100;25187;1512,86;180;668,4;0;200;150;10;7;8;2;0;1;0
16911;311;25900;25187;1494,85;180;670,4;0;250;150;10;7;8;2;0;1;0
16913;311;26100;25187;889,29;180;606,74;0;200;150;10;7;8;2;0;1;0
16915;311;25900;25187;897,15;180;633,99;0;250;150;10;7;8;2;0;1;0
16916;311;26100;25187;1268,2;180;1197,69;0;200;150;10;7;8;2;0;1;0
16917;311;25900;25187;1257,2;180;1184,24;0;250;150;10;7;8;4;0;1;0
16919;311;26100;25188;4,49;180;1315,53;0;200;150;10;7;8;2;0;1;0
16920;311;25900;25187;1904,86;180;1310,62;0;250;150;10;7;8;2;0;1;0
16922;311;26100;25187;1637,04;180,03;1696,22;0;200;150;10;7;8;2;0;1;0
16924;311;25900;25187;1661,86;180,01;1685,88;0;250;150;10;7;8;2;0;1;0
16925;311;26100;25187;873,58;180;1762,69;0;200;150;10;7;8;2;0;1;0
16926;311;25900;25187;850,83;180;1770,96;0;250;150;10;7;8;4;0;1;0
16928;311;26100;25187;217,46;180;793,69;0;200;150;10;7;8;2;0;1;0
16929;311;25900;25187;230,73;180;826,86;0;250;150;10;7;8;4;0;1;0
16931;311;26100;25187;191,58;180;1532,78;0;200;150;10;7;8;3;0;1;0
16932;311;25900;25187;218,56;180;1515,61;0;250;150;10;7;8;4;0;1;0
16937;311;26100;25186;1388,84;180;1238,06;0;200;150;10;7;8;2;0;1;0
16939;311;25900;25186;1391,29;180;1265,03;0;250;150;10;7;8;4;0;1;0
16940;311;26100;25442;1514,25;182,17;157,62;0;200;150;10;7;8;2;0;1;0
16941;311;25900;25442;1501,97;181,13;174,93;0;250;150;10;7;8;4;0;1;0
16943;311;26100;25443;367,35;196,74;504,01;0;200;150;10;7;8;2;0;1;0
16944;311;25900;25443;369,62;198,7;527,9;0;250;150;10;7;8;4;0;1;0
16946;311;26100;25443;1300;180;592,3;0;200;150;10;7;8;2;0;1;0
16947;311;25900;25443;1300;180;634,83;0;250;150;10;7;8;2;0;1;0
16949;311;26100;25442;1777,98;193,07;1168,99;0;200;150;10;7;8;2;0;1;0
16951;311;25900;25442;1778;190,01;1190,05;0;250;150;10;7;8;4;0;1;0
16952;311;26100;25188;171,62;296,09;150,25;0;200;150;10;7;8;2;0;1;0
16953;311;25900;25188;184,85;295,65;168,86;0;250;150;10;7;8;2;0;1;0
16954;311;26100;24932;273,08;306,34;1439,65;0;200;150;10;7;8;2;0;1;0
16955;311;25900;24932;288,94;305,78;1415,96;0;250;150;10;7;8;2;0;1;0
16956;311;26100;24932;1089,94;180;1473,59;0;200;150;10;7;8;3;0;1;0
16959;311;25900;24932;1065,16;180;1492,87;0;250;150;10;7;8;4;0;1;0
16960;311;26100;25188;1649,29;143,71;220,25;0;200;150;10;7;8;2;0;1;0
16962;311;25900;25188;1638,14;143,9;248,09;0;250;150;10;7;8;2;0;1;0
16963;311;26100;25188;952,51;161,67;563,51;0;200;150;10;7;8;2;0;1;0
16965;311;25900;25188;922,15;164,08;582,6;0;250;150;10;7;8;2;0;1;0
16966;311;26100;25188;1619,2;106,07;1100,13;0;200;150;10;7;8;2;0;1;0
16968;311;25900;25188;1605,07;106,27;1128,34;0;250;150;10;7;8;2;0;1;0
16970;311;26100;25188;769,69;180;1432,72;0;250;150;10;7;8;3;0;1;0
16971;311;25900;25188;758,68;180;1463,01;0;250;150;10;7;8;4;0;1;0
16973;311;26100;25444;1591,99;176,03;193,43;0;250;150;10;7;8;2;0;1;0
16974;311;25900;25444;1572,72;177,26;195,99;0;250;150;10;7;8;2;0;1;0
16975;311;26100;25444;725,29;180;554,3;0;250;150;10;7;8;2;0;1;0
16976;311;25900;25444;744,57;180,04;537,77;0;250;150;10;7;8;2;0;1;0
16979;311;26100;25444;146,08;266,97;1194,36;0;250;150;10;7;8;2;0;1;0
16980;311;25900;25444;111,18;264,16;1197,58;0;250;150;10;7;8;4;0;1;0
16982;311;26100;25444;1101,94;163,74;1342,19;0;250;150;10;7;8;2;0;1;0
16984;311;25900;25444;1068,58;161,36;1364,71;0;250;150;10;7;8;4;0;1;0
16985;311;26100;25700;1519;225,11;198,54;0;250;150;10;7;8;2;0;1;0
16987;311;25900;25700;1489,34;222,41;193,2;0;250;150;10;7;8;4;0;1;0
16988;311;26100;25700;882,74;213,11;784,24;0;250;150;10;7;8;2;0;1;0
16990;311;25900;25700;863,49;216,24;797,49;0;250;150;10;7;8;4;0;1;0
16991;311;26100;25700;243,25;203,93;269,21;0;250;150;10;7;8;2;0;1;0
16993;311;25900;25700;254,18;204,5;269,16;0;250;150;10;7;8;4;0;1;0
16994;311;26100;24933;6,86;179,94;1072,04;0;250;150;10;7;8;2;0;1;0
16996;311;25900;24933;23,39;179,87;1094,08;0;250;150;10;7;8;2;0;1;0
16997;311;26100;24932;1300,67;180;481,29;0;250;150;10;7;8;3;0;1;0
16998;311;25900;24932;1325,45;180;467,53;0;250;150;10;7;8;4;0;1;0
17000;311;26100;24932;469,18;180;702,54;0;250;150;10;7;8;2;0;1;0
17002;311;25900;24932;449,91;180;713,55;0;250;150;10;7;8;2;0;1;0
17003;311;26100;25188;1356,61;130,39;657,4;0;500;450;10;6;7;4;0;1;0
17004;311;25900;25188;459,82;180;999,78;0;500;450;10;6;7;4;0;1;0
17005;311;25900;25188;1310,22;172,8;1668,72;0;500;450;10;6;7;4;0;1;0
17006;311;25900;25444;1302,03;193,87;726,81;0;500;450;10;6;7;4;0;1;0
17007;311;25900;25444;1063,16;184,36;1913,11;0;500;450;10;6;7;4;0;1;0
17008;311;25900;25700;1444,28;184,63;779,28;0;500;450;10;6;7;4;0;1;0
17009;311;25900;25700;382,25;233,82;832,02;0;500;450;10;6;7;4;0;1;0
17010;311;25900;25443;1644,52;144,75;1757,2;0;500;450;10;6;7;4;0;1;0
17011;311;25900;25444;436,18;152,63;1599,5;0;500;450;10;6;7;4;0;1;0
17012;311;26100;25444;151,12;263,55;680,22;0;500;450;10;6;7;3;0;1;0
17013;311;25900;25188;157,93;180;1691,03;0;500;450;10;6;7;4;0;1;0
17014;311;26100;25187;814,42;180;1111,61;0;500;450;10;6;7;2;0;1;0
17015;311;25900;25188;699,97;180;96,74;0;500;450;10;6;7;4;0;1;0
17016;311;26100;24932;971,05;197,34;923,11;0;500;450;10;6;7;4;0;1;0
17017;311;26100;24932;1516,19;171,35;1666,59;0;500;450;10;6;7;4;0;1;0
17018;311;26100;24932;1889,42;180;436,75;0;500;450;10;6;7;4;0;1;0
17019;311;25900;24676;1741,75;213,34;1537,19;0;500;450;10;6;7;4;0;1;0
17021;311;25900;24932;832,13;180;204,23;0;500;450;10;6;7;4;0;1;0
17022;311;25900;25956;1744,37;226,31;208,6;0;500;450;10;6;7;4;0;1;0
17023;311;26100;25956;1706,61;224,23;213,99;0;500;450;10;6;7;3;0;1;0
17024;311;26100;25700;1017,1;180;1611,08;0;500;450;10;6;7;3;0;1;0
17025;311;25900;25700;1828,9;223,34;1350,52;0;500;450;10;6;7;4;0;1;0
17026;311;26100;25445;95,04;249,82;1774,92;0;500;450;10;6;7;3;0;1;0
17027;311;25900;25444;1729,73;240,25;1312,43;0;500;450;10;6;7;4;0;1;0
17028;311;26100;25445;75,41;218,86;730,31;0;500;450;10;6;7;3;0;1;0
17029;311;25900;25189;222,59;157,72;1577,73;0;500;450;10;6;7;4;0;1;0
17030;311;26100;25189;103,69;148,73;696,21;0;500;450;10;6;7;4;0;1;0
17031;311;25900;24933;208,11;161,42;1745,33;0;500;450;10;6;7;4;0;1;0
17032;311;25900;25699;1564,66;184,45;750,02;0;500;450;10;6;7;4;0;1;0
17033;311;26100;25700;79,11;180;1530,07;0;500;450;10;6;7;3;0;1;0
17034;311;26100;25699;1041,3;179,95;219,74;0;500;450;10;6;7;2;0;1;0
17035;311;25900;25443;1311;233,34;1157,51;0;500;450;10;6;7;4;0;1;0
17036;311;26100;25443;714,91;179,69;1436,13;0;500;450;10;6;7;2;0;1;0
17037;311;26100;25442;1855,63;259,2;652,18;0;500;450;10;6;7;3;0;1;0
17038;311;25900;25443;831,69;181,15;317,41;0;500;450;10;6;7;4;0;1;0
17039;311;25900;25187;1179,63;180;447,25;0;500;450;10;6;7;4;0;1;0
17040;311;25900;25699;1057;179,98;259,64;0;500;450;10;6;7;4;0;1;0
17041;311;25900;25443;724,92;177,94;1480,03;0;500;450;10;6;7;4;0;1;0
17042;311;26100;25186;1817,05;180;1178,32;0;500;450;10;6;7;2;0;1;0
17043;311;25900;25443;125,3;184,44;50,15;0;500;450;10;6;7;4;0;1;0
17044;311;26100;25186;1656,97;241,47;1672,48;0;500;450;10;6;7;3;0;1;0
17045;311;25900;25442;1223,67;180;876,45;0;500;450;10;6;7;4;0;1;0
17046;311;25900;25698;1434,35;180;105,07;0;500;450;10;6;7;4;0;1;0
17047;311;26100;25442;1114,55;180;1616,74;0;500;450;10;6;7;3;0;1;0
17048;311;26100;25442;445,38;180;1289,77;0;500;450;10;6;7;2;0;1;0
17049;311;25900;25442;442,63;180;1311,8;0;500;450;10;6;7;4;0;1;0
17051;311;25900;25444;732,87;180;128,29;0;500;450;10;6;7;4;0;1;0
17052;311;25900;25956;1050,2;180;437,55;0;500;450;10;6;7;4;0;1;0
17053;311;25900;25701;71,56;261,88;443,25;0;500;450;10;6;7;4;0;1;0
17054;306;26500;26981;1351,88;212,41;216,85;0;250;200;10;10;12;2;0;1;0
17055;306;26300;26981;1314,3;211,18;217,01;0;250;200;10;10;12;2;0;1;0
17056;306;26500;26981;564,65;181,82;426,99;0;300;200;10;10;12;2;0;1;0
17057;306;26300;26981;526,5;182,15;420,21;0;300;200;10;10;12;2;0;1;0
17058;306;26500;26981;1188,44;215,38;1072,87;0;200;150;10;10;12;2;0;1;0
17059;306;26300;26981;1171,27;215,31;1077,79;0;250;200;10;10;12;2;0;1;0
17061;306;26500;26980;1797,02;215,66;1060,38;0;200;150;10;10;12;1;0;1;0
17063;306;26300;26980;1787,23;216,31;1084,8;0;250;200;10;10;12;2;0;1;0
17064;306;26500;26980;1350,53;180;387,76;0;200;150;10;10;12;1;0;1;0
17065;306;26300;26980;1355,5;180;430,04;0;250;200;10;10;12;2;0;1;0
17068;306;26500;26980;910,18;181,89;1248,27;0;200;150;10;10;12;2;0;1;0
17069;306;26300;26980;885,29;180;1236,23;0;250;200;10;10;12;2;0;1;0
17070;306;26500;26980;1461,21;216,76;1826,5;0;200;150;10;10;12;1;0;1;0
17071;306;26300;26980;1451,4;216,77;1855,93;0;250;200;10;10;12;2;0;1;0
17073;306;26500;26980;605,49;198,34;1868,81;0;200;150;10;10;12;1;0;1;0
17075;306;26300;26980;627,96;205,68;1892,64;0;250;200;10;10;12;4;0;1;0
17076;306;26500;27236;1098,37;191,34;658,06;0;200;150;10;10;12;1;0;1;0
17077;306;26300;27236;1078,57;189,86;668,14;0;250;200;10;10;12;3;0;1;0
17079;306;26500;27236;1053,76;221,44;1410,65;0;200;150;10;10;12;1;0;1;0
17080;306;26300;27236;1068,45;222,44;1434,96;0;250;200;10;10;12;3;0;1;0
17083;306;26500;26981;776,25;246,94;1671,3;0;250;200;10;10;12;2;0;1;0
17084;306;26300;26981;795,62;246,53;1664,08;0;250;200;10;10;12;2;0;1;0
17085;306;26500;27237;330,71;218,92;218,37;0;200;150;10;10;12;1;0;1;0
17086;306;26300;27237;347,86;218,92;225,72;0;250;200;10;10;12;3;0;1;0
17088;306;26500;27237;1059,67;217,8;478,66;0;200;150;10;10;12;2;0;1;0
17089;306;26300;27237;1089,09;217,86;478,66;0;250;200;10;10;12;2;0;1;0
17091;306;26500;27237;583,46;218,78;980,95;0;200;150;10;10;12;2;0;1;0
17092;306;26300;27237;558,96;218,78;973,59;0;250;200;10;10;12;2;0;1;0
17094;306;26500;27237;1451,09;218,59;1324,72;0;200;150;10;10;12;1;0;1;0
17095;306;26500;27237;1463,34;218,56;1302,67;0;200;150;10;10;12;1;0;1;0
17096;306;26300;27237;1431,48;218,65;1310;0;250;200;10;10;12;2;0;1;0
17097;306;26500;27237;1730,43;218,1;736,27;0;200;150;10;10;12;2;0;1;0
17098;306;26300;27237;1730,43;218,14;753,43;0;250;200;10;10;12;3;0;1;0
17100;306;26500;27237;1658,71;220,76;56,95;0;200;150;10;10;12;2;0;1;0
17101;306;26300;27237;1680,83;219,58;76,65;0;250;200;10;10;12;2;0;1;0
17103;306;26500;26981;1784,99;245,05;1434,22;0;200;150;10;10;12;1;0;1;0
17105;306;26300;26981;1792,25;245,3;1417,22;0;250;200;10;10;12;2;0;1;0
17106;306;26500;27236;1658,63;295,11;1917,19;0;200;150;10;10;12;1;0;1;0
17107;306;26300;27236;1668,01;295,92;1895,32;0;250;200;10;10;12;2;0;1;0
17109;306;26500;27237;538,9;380,22;1917,8;0;200;150;10;10;12;1;0;1;0
17111;306;26300;27493;549,04;380,11;26,68;0;250;200;10;10;12;2;0;1;0
17112;306;26500;27238;121,77;295,02;1797,67;0;200;150;10;10;12;1;0;1;0
17114;306;26300;27238;140,4;295,96;1771,07;0;250;200;10;10;12;2;0;1;0
17115;306;26500;27238;729,66;217;1793,77;0;200;150;10;10;12;1;0;1;0
17117;306;26300;27238;741,77;217,11;1771,54;0;250;200;10;10;12;2;0;1;0
17118;306;26500;27238;717,56;219,34;1094,4;0;200;150;10;10;12;1;0;1;0
17119;306;26300;27238;697,39;219,15;1078,27;0;250;200;10;10;12;2;0;1;0
17122;306;26500;27238;672;217,53;536,66;0;200;150;10;10;12;1;0;1;0
17124;306;26300;27238;638,35;216,83;521,25;0;250;200;10;10;12;2;0;1;0
17125;306;26500;26982;753,45;206,91;1252,11;0;200;150;10;10;12;2;0;1;0
17126;306;26300;26982;777,69;204,25;1225,75;0;250;200;10;10;12;2;0;1;0
17128;306;26500;26982;69,77;187,63;715,5;0;200;150;10;10;12;2;0;1;0
17130;306;26300;26982;61,61;186,76;703,27;0;250;200;10;10;12;2;0;1;0
17131;306;26500;26982;717,48;180;596,65;0;200;150;10;10;12;2;0;1;0
17132;306;26300;26982;727,75;180;590,48;0;250;200;10;10;12;2;0;1;0
17135;306;26500;26982;1480,96;180;1288,22;0;200;150;10;10;12;2;0;1;0
17136;306;26300;26982;1499,45;180;1267,67;0;250;200;10;10;12;2;0;1;0
17137;306;26500;26982;1495,34;180;697,37;0;200;150;10;10;12;2;0;1;0
17139;306;26300;26982;1528,22;180;682,99;0;250;200;10;10;12;2;0;1;0
17140;306;26500;26983;269,31;180;1381,2;0;200;150;10;10;12;2;0;1;0
17141;306;26300;26983;283,69;180;1385,31;0;250;200;10;10;12;4;0;1;0
17144;306;26500;26983;1025,93;180;1495,09;0;200;150;10;10;12;2;0;1;0
17146;306;26300;26983;1034,15;180;1468,38;0;250;200;10;10;12;2;0;1;0
17147;306;26500;26982;1230,42;180;65,73;0;200;150;10;10;12;1;0;1;0
17148;306;26500;26982;1242,75;180;82,17;0;200;150;10;10;12;1;0;1;0
17149;306;26300;26982;1230,42;180;88,33;0;250;200;10;10;12;2;0;1;0
17150;306;26500;26983;241,22;180;762,46;0;200;150;10;10;12;2;0;1;0
17151;306;26300;26983;255,6;180;783,01;0;250;200;10;10;12;4;0;1;0
17153;306;26500;26983;76,49;180;70,39;0;200;150;10;10;12;1;0;1;0
17154;306;26300;26983;49,77;180;72,44;0;250;200;10;10;12;2;0;1;0
17157;306;26500;26983;989,31;180;776,99;0;200;150;10;10;12;1;0;1;0
17158;306;26300;26983;995,47;180;793,43;0;250;200;10;10;12;2;0;1;0
17159;306;26500;26983;780,04;180;114,23;0;200;150;10;10;12;2;0;1;0
17160;306;26300;26983;788,26;180;149,17;0;250;200;10;10;12;2;0;1;0
17162;306;26500;26983;1735,49;180;1185,82;0;200;150;10;10;12;2;0;1;0
17163;306;26300;26983;1725,22;180;1196,1;0;250;200;10;10;12;2;0;1;0
17166;306;26500;26983;1601,75;180;349,03;0;200;150;10;10;12;2;0;1;0
17167;306;26300;26983;1620,25;180;363,42;0;250;200;10;10;12;2;0;1;0
17169;306;26300;27236;808,03;205,23;545,06;0;500;450;10;10;12;5;0;1;0
17170;306;26300;27236;898,19;197,07;1078,06;0;500;450;10;10;12;5;0;1;0
17171;306;26300;27236;1629,75;213,65;1149,93;0;500;450;10;10;12;2;0;1;0
17172;306;26300;26980;1798,41;217,73;1814,56;0;500;450;10;10;12;2;0;1;0
17173;306;26300;26980;1373,03;181,16;974,18;0;500;450;10;10;12;5;0;1;0
17174;306;26300;26980;753,18;180;800,05;0;500;450;10;10;12;5;0;1;0
17175;306;26300;26981;394,8;213,06;891,72;0;500;450;10;10;12;2;0;1;0
17176;306;26500;26980;1901,23;155,24;274,96;0;500;450;10;10;12;4;0;1;0
17177;306;26500;26725;1006,63;202,68;1746,27;0;500;450;10;10;12;4;0;1;0
17179;306;26500;27237;124,44;295,39;1773,62;0;500;450;10;10;12;2;0;1;0
17180;306;26500;27238;448,49;216,03;1454,61;0;500;450;10;10;12;2;0;1;0
17181;306;26500;27237;1101,78;218,69;956,62;0;500;450;10;10;12;2;0;1;0
17182;306;26500;27237;1530,02;217,88;443,1;0;500;450;10;10;12;1;0;1;0
17183;306;26500;27237;750,62;218;177,33;0;500;450;10;10;12;1;0;1;0
17184;306;26300;26981;1345,24;252,56;1590,67;0;500;450;10;10;12;1;0;1;0
17185;306;26500;27236;1845,74;290,69;575,51;0;500;450;10;10;12;1;0;1;0
17188;306;26500;27237;991,8;400,99;1836,31;0;300;200;10;10;12;2;0;1;0
17189;306;26500;26982;478,71;217,24;1805,56;0;500;450;10;10;12;1;0;1;0
17191;306;26500;26982;414,49;192,73;713,8;0;500;400;10;10;12;1;0;1;0
17192;306;26500;26982;3,2;236,4;129,31;0;500;400;10;10;12;1;0;1;0
17193;306;26300;26982;1156,01;180;541,56;0;500;400;10;10;12;3;0;1;0
17194;306;26500;26982;1163,76;180;1139,92;0;500;400;10;10;12;1;0;1;0
17195;306;26300;26982;1865,21;180;1073,43;0;500;400;10;10;12;3;0;1;0
17196;306;26500;26982;1867,88;180;461;0;500;400;10;10;12;3;0;1;0
17197;306;26300;26983;680,79;180;1012,23;0;500;400;10;10;12;3;0;1;0
17198;306;26500;26983;553,94;180;498,48;0;500;400;10;10;12;3;0;1;0
17199;306;26300;26983;1286,63;180;1187,7;0;500;400;10;10;12;3;0;1;0
17200;306;26300;26983;1251,25;180;207,39;0;500;400;10;10;12;3;0;1;0
17201;306;26500;26982;667,62;216,42;38,1;0;500;400;10;10;12;4;0;1;0
17202;306;26300;26726;1610,4;180,76;1732,4;0;500;450;10;10;12;4;0;1;0
17203;306;26500;26981;1706,85;208,43;908,11;0;500;400;10;10;12;1;0;1;0
17204;306;26500;27237;1911,79;216,84;1198,64;0;500;300;10;10;12;2;0;1;0
17205;306;26300;26980;820,55;182,32;50,1;0;500;450;10;10;12;5;0;1;0
17207;318;27200;26729;67,55;180,38;1173,78;0;200;100;10;15;20;2;0;1;0
17209;318;27200;26729;84,65;180,1;1173,82;0;200;100;10;15;20;2;0;1;0
17210;318;27400;26729;79,85;180;1188,28;0;200;100;10;4;8;2;0;1;0
17212;318;27200;26729;111,58;204,09;641,8;0;200;100;10;15;20;2;0;1;0
17213;318;27200;26729;126,16;203,61;633,51;0;200;100;10;15;20;2;0;1;0
17214;318;27400;26729;132,39;202,71;654,47;0;200;100;10;4;8;2;0;1;0
17215;318;27200;26472;1919,95;198,47;1850,25;0;200;100;10;15;20;2;0;1;0
17216;318;27200;26472;1905,67;197,76;1836,13;0;200;100;10;15;20;2;0;1;0
17217;318;27400;26473;5,97;198,05;1834,08;0;200;100;10;4;8;2;0;1;0
17218;318;27200;26473;809,69;199,48;1735,23;0;200;100;10;15;20;2;0;1;0
17219;318;27200;26473;813,67;196,92;1767,44;0;200;100;10;15;20;2;0;1;0
17220;318;27400;26473;793,4;196,83;1751,23;0;200;100;10;4;8;2;0;1;0
17221;318;27200;26729;1571,6;234,15;8,4;0;200;100;10;15;20;2;0;1;0
17222;318;27200;26473;1590,49;234,9;1914,46;0;200;100;10;15;20;2;0;1;0
17223;318;27400;26473;1562,71;236,02;1914,3;0;200;100;10;4;8;2;0;1;0
17224;318;27200;26473;1661,83;270,5;1350,32;0;200;100;10;15;20;2;0;1;0
17225;318;27200;26473;1655,03;271,39;1336,67;0;200;100;10;15;20;2;0;1;0
17226;318;27400;26473;1670,31;270,24;1336,81;0;200;100;10;4;8;2;0;1;0
17227;318;27200;26473;507,59;201,44;1035,51;0;200;100;10;15;20;2;0;1;0
17228;318;27200;26473;498,77;200,53;1019,71;0;200;100;10;15;20;2;0;1;0
17229;318;27400;26473;519,88;200,33;1028,52;0;200;100;10;4;8;2;0;1;0
17230;318;27200;26472;1812,7;180,72;323,97;0;200;100;10;15;20;2;0;1;0
17231;318;27200;26472;1801,99;182,04;315,02;0;200;100;10;15;20;2;0;1;0
17232;318;27400;26472;1832,3;180,08;316,88;0;200;100;10;4;8;2;0;1;0
17233;318;27200;26473;751,91;181,08;314,54;0;200;100;10;15;20;2;0;1;0
17234;318;27200;26473;751,91;181,16;332,31;0;200;100;10;15;20;2;0;1;0
17235;318;27400;26473;737,69;180,96;323,45;0;200;100;10;4;8;2;0;1;0
17236;318;27200;26473;1511,26;221,58;636,33;0;200;100;10;15;20;2;0;1;0
17237;318;27200;26473;1499,08;220,02;624,22;0;200;100;10;15;20;2;0;1;0
