Service;RefItemID;Prob_Relative;Prob_Absolute;AssignedGroup;DropCount
1;262;100;100;-1;1
1;263;100;100;-1;1
1;264;100;100;-1;1
1;265;100;100;-1;1
1;266;100;100;-1;1
1;267;100;100;-1;1
1;268;100;100;-1;1
1;269;100;100;-1;1
1;270;100;100;-1;1
1;271;100;100;-1;1
1;272;100;100;-1;1
1;273;100;100;-1;1
1;274;100;100;-1;1
1;275;100;100;-1;1
1;276;100;100;-1;1
1;277;100;100;-1;1
1;278;100;100;-1;1
1;279;100;100;-1;1
1;280;100;100;-1;1
1;281;100;100;-1;1
0;282;100;100;-1;1
0;283;100;100;-1;1
1;284;100;100;-1;1
1;285;100;100;-1;1
1;286;100;100;-1;1
1;287;10;100;-1;1
1;288;10;100;-1;1
1;289;10;100;-1;1
1;290;10;100;-1;1
1;291;10;100;-1;1
1;292;10;100;-1;1
1;293;10;100;-1;1
1;294;10;100;-1;1
1;295;10;100;-1;1
1;296;10;100;-1;1
1;297;10;100;-1;1
1;298;10;100;-1;1
1;299;10;100;-1;1
1;300;10;100;-1;1
1;301;10;100;-1;1
1;302;10;100;-1;1
1;303;10;100;-1;1
1;304;10;100;-1;1
1;305;10;100;-1;1
1;306;10;100;-1;1
1;307;10;100;-1;1
1;308;10;100;-1;1
1;309;10;100;-1;1
1;310;10;100;-1;1
1;311;10;100;-1;1
1;312;10;100;-1;1
1;313;10;100;-1;1
1;314;10;100;-1;1
1;315;10;100;-1;1
1;316;10;100;-1;1
1;317;10;100;-1;1
0;318;10;100;-1;1
0;319;10;100;-1;1
1;320;10;100;-1;1
1;321;10;100;-1;1
1;322;10;100;-1;1
1;323;50;100;-1;1
1;324;50;100;-1;1
1;325;50;100;-1;1
1;326;50;100;-1;1
1;327;50;100;-1;1
1;328;50;100;-1;1
1;329;50;100;-1;1
1;330;50;100;-1;1
1;331;50;100;-1;1
1;332;50;100;-1;1
1;333;50;100;-1;1
1;334;50;100;-1;1
1;335;50;100;-1;1
1;336;50;100;-1;1
1;337;50;100;-1;1
1;338;50;100;-1;1
1;339;50;100;-1;1
1;340;50;100;-1;1
1;341;50;100;-1;1
1;342;50;100;-1;1
1;343;50;100;-1;1
1;344;50;100;-1;1
1;345;50;100;-1;1
1;346;50;100;-1;1
1;347;50;100;-1;1
1;348;50;100;-1;1
1;349;50;100;-1;1
1;350;50;100;-1;1
1;351;50;100;-1;1
1;352;50;100;-1;1
0;353;50;100;-1;1
0;354;50;100;-1;1
0;355;50;100;-1;1
1;356;50;100;-1;1
1;357;50;100;-1;1
1;358;50;100;-1;1
1;359;50;100;-1;1
1;360;50;100;-1;1
1;361;50;100;-1;1
1;362;50;100;-1;1
1;363;50;100;-1;1
1;364;50;100;-1;1
1;365;50;100;-1;1
1;366;50;100;-1;1
1;367;50;100;-1;1
1;368;50;100;-1;1
1;369;50;100;-1;1
1;370;50;100;-1;1
1;371;50;100;-1;1
1;372;50;100;-1;1
1;373;50;100;-1;1
1;374;50;100;-1;1
1;375;50;100;-1;1
1;376;50;100;-1;1
1;377;50;100;-1;1
1;378;50;100;-1;1
1;379;50;100;-1;1
1;380;50;100;-1;1
1;381;50;100;-1;1
1;382;50;100;-1;1
1;383;50;100;-1;1
1;384;50;100;-1;1
1;385;50;100;-1;1
1;386;50;100;-1;1
1;387;50;100;-1;1
1;388;50;100;-1;1
1;389;50;100;-1;1
0;390;50;100;-1;1
0;391;50;100;-1;1
1;392;50;100;-1;1
1;393;50;100;-1;1
1;394;50;100;-1;1
1;395;50;100;-1;1
1;396;50;100;-1;1
1;397;50;100;-1;1
1;398;50;100;-1;1
1;399;50;100;-1;1
1;400;50;100;-1;1
1;401;50;100;-1;1
1;402;50;100;-1;1
1;403;50;100;-1;1
1;404;50;100;-1;1
1;405;50;100;-1;1
1;406;50;100;-1;1
1;407;50;100;-1;1
1;408;50;100;-1;1
1;409;50;100;-1;1
1;410;50;100;-1;1
1;411;50;100;-1;1
1;412;50;100;-1;1
1;413;50;100;-1;1
1;414;50;100;-1;1
1;415;50;100;-1;1
1;416;50;100;-1;1
1;417;50;100;-1;1
1;418;50;100;-1;1
1;419;50;100;-1;1
1;420;50;100;-1;1
1;421;50;100;-1;1
1;422;50;100;-1;1
1;423;50;100;-1;1
1;424;50;100;-1;1
1;425;50;100;-1;1
0;426;50;100;-1;1
0;427;50;100;-1;1
1;428;50;100;-1;1
1;429;50;100;-1;1
1;430;50;100;-1;1
1;431;50;100;-1;1
1;432;50;100;-1;1
1;433;50;100;-1;1
1;434;50;100;-1;1
1;435;50;100;-1;1
1;436;50;100;-1;1
1;437;50;100;-1;1
1;438;50;100;-1;1
1;439;50;100;-1;1
1;440;50;100;-1;1
1;441;50;100;-1;1
1;442;50;100;-1;1
1;443;50;100;-1;1
1;444;50;100;-1;1
1;445;50;100;-1;1
1;446;50;100;-1;1
1;447;50;100;-1;1
1;448;50;100;-1;1
1;449;50;100;-1;1
1;450;50;100;-1;1
1;451;50;100;-1;1
1;452;50;100;-1;1
1;453;50;100;-1;1
1;454;50;100;-1;1
1;455;50;100;-1;1
1;456;50;100;-1;1
1;457;50;100;-1;1
1;458;50;100;-1;1
1;459;50;100;-1;1
1;460;50;100;-1;1
1;461;50;100;-1;1
0;462;50;100;-1;1
0;463;50;100;-1;1
1;464;50;100;-1;1
1;465;50;100;-1;1
1;466;50;100;-1;1
1;467;50;100;-1;1
1;468;50;100;-1;1
1;469;50;100;-1;1
1;470;50;100;-1;1
1;471;50;100;-1;1
1;472;50;100;-1;1
1;473;50;100;-1;1
1;474;50;100;-1;1
1;475;50;100;-1;1
1;476;50;100;-1;1
1;477;50;100;-1;1
1;478;50;100;-1;1
1;479;50;100;-1;1
1;480;50;100;-1;1
1;481;50;100;-1;1
1;482;50;100;-1;1
1;483;50;100;-1;1
1;484;50;100;-1;1
1;485;50;100;-1;1
1;486;50;100;-1;1
1;487;50;100;-1;1
1;488;50;100;-1;1
1;489;50;100;-1;1
1;490;50;100;-1;1
1;491;50;100;-1;1
1;492;50;100;-1;1
1;493;50;100;-1;1
1;494;50;100;-1;1
1;495;50;100;-1;1
1;496;50;100;-1;1
1;497;50;100;-1;1
0;498;50;100;-1;1
0;499;50;100;-1;1
1;500;50;100;-1;1
1;501;50;100;-1;1
1;502;50;100;-1;1
1;503;50;100;-1;1
1;504;50;100;-1;1
1;505;50;100;-1;1
1;506;50;100;-1;1
1;507;50;100;-1;1
1;508;50;100;-1;1
1;509;50;100;-1;1
1;510;50;100;-1;1
1;511;50;100;-1;1
1;512;50;100;-1;1
1;513;50;100;-1;1
1;514;50;100;-1;1
1;515;50;100;-1;1
1;516;50;100;-1;1
1;517;50;100;-1;1
1;518;50;100;-1;1
1;519;50;100;-1;1
1;520;50;100;-1;1
1;521;50;100;-1;1
1;522;50;100;-1;1
1;523;50;100;-1;1
1;524;50;100;-1;1
1;525;50;100;-1;1
1;526;50;100;-1;1
1;527;50;100;-1;1
1;528;50;100;-1;1
1;529;50;100;-1;1
1;530;50;100;-1;1
1;531;50;100;-1;1
1;532;50;100;-1;1
1;533;50;100;-1;1
0;534;50;100;-1;1
0;535;50;100;-1;1
1;536;50;100;-1;1
1;537;50;100;-1;1
1;538;50;100;-1;1
1;539;10;100;-1;1
1;540;10;100;-1;1
1;541;10;100;-1;1
1;542;10;100;-1;1
1;543;10;100;-1;1
1;544;10;100;-1;1
1;545;10;100;-1;1
1;546;10;100;-1;1
1;547;10;100;-1;1
1;548;10;100;-1;1
1;549;10;100;-1;1
1;550;10;100;-1;1
1;551;10;100;-1;1
1;552;10;100;-1;1
1;553;10;100;-1;1
1;554;10;100;-1;1
1;555;10;100;-1;1
1;556;10;100;-1;1
1;557;10;100;-1;1
1;558;10;100;-1;1
1;559;10;100;-1;1
1;560;10;100;-1;1
1;561;10;100;-1;1
1;562;10;100;-1;1
1;563;10;100;-1;1
1;564;10;100;-1;1
1;565;10;100;-1;1
1;566;10;100;-1;1
1;567;10;100;-1;1
1;568;10;100;-1;1
1;569;10;100;-1;1
0;570;10;100;-1;1
0;571;10;100;-1;1
1;572;10;100;-1;1
1;573;10;100;-1;1
1;574;10;100;-1;1
1;575;50;100;-1;1
1;576;50;100;-1;1
1;577;50;100;-1;1
1;578;50;100;-1;1
1;579;50;100;-1;1
1;580;50;100;-1;1
1;581;50;100;-1;1
1;582;50;100;-1;1
1;583;50;100;-1;1
1;584;50;100;-1;1
1;585;50;100;-1;1
1;586;50;100;-1;1
1;587;50;100;-1;1
1;588;50;100;-1;1
1;589;50;100;-1;1
1;590;50;100;-1;1
1;591;50;100;-1;1
1;592;50;100;-1;1
1;593;50;100;-1;1
1;594;50;100;-1;1
1;595;50;100;-1;1
1;596;50;100;-1;1
1;597;50;100;-1;1
1;598;50;100;-1;1
1;599;50;100;-1;1
1;600;50;100;-1;1
1;601;50;100;-1;1
1;602;50;100;-1;1
1;603;50;100;-1;1
1;604;50;100;-1;1
0;605;50;100;-1;1
0;606;50;100;-1;1
0;607;50;100;-1;1
1;608;50;100;-1;1
1;609;50;100;-1;1
1;610;50;100;-1;1
1;611;50;100;-1;1
1;612;50;100;-1;1
1;613;50;100;-1;1
1;614;50;100;-1;1
1;615;50;100;-1;1
1;616;50;100;-1;1
1;617;50;100;-1;1
1;618;50;100;-1;1
1;619;50;100;-1;1
1;620;50;100;-1;1
1;621;50;100;-1;1
1;622;50;100;-1;1
1;623;50;100;-1;1
1;624;50;100;-1;1
1;625;50;100;-1;1
1;626;50;100;-1;1
1;627;50;100;-1;1
1;628;50;100;-1;1
1;629;50;100;-1;1
1;630;50;100;-1;1
1;631;50;100;-1;1
1;632;50;100;-1;1
1;633;50;100;-1;1
1;634;50;100;-1;1
1;635;50;100;-1;1
1;636;50;100;-1;1
1;637;50;100;-1;1
1;638;50;100;-1;1
1;639;50;100;-1;1
1;640;50;100;-1;1
1;641;50;100;-1;1
0;642;50;100;-1;1
0;643;50;100;-1;1
1;644;50;100;-1;1
1;645;50;100;-1;1
1;646;50;100;-1;1
1;647;50;100;-1;1
1;648;50;100;-1;1
1;649;50;100;-1;1
1;650;50;100;-1;1
1;651;50;100;-1;1
1;652;50;100;-1;1
1;653;50;100;-1;1
1;654;50;100;-1;1
1;655;50;100;-1;1
1;656;50;100;-1;1
1;657;50;100;-1;1
1;658;50;100;-1;1
1;659;50;100;-1;1
1;660;50;100;-1;1
1;661;50;100;-1;1
1;662;50;100;-1;1
1;663;50;100;-1;1
1;664;50;100;-1;1
1;665;50;100;-1;1
1;666;50;100;-1;1
1;667;50;100;-1;1
1;668;50;100;-1;1
1;669;50;100;-1;1
1;670;50;100;-1;1
1;671;50;100;-1;1
1;672;50;100;-1;1
1;673;50;100;-1;1
1;674;50;100;-1;1
1;675;50;100;-1;1
1;676;50;100;-1;1
1;677;50;100;-1;1
0;678;50;100;-1;1
0;679;50;100;-1;1
1;680;50;100;-1;1
1;681;50;100;-1;1
1;682;50;100;-1;1
1;683;50;100;-1;1
1;684;50;100;-1;1
1;685;50;100;-1;1
1;686;50;100;-1;1
1;687;50;100;-1;1
1;688;50;100;-1;1
1;689;50;100;-1;1
1;690;50;100;-1;1
1;691;50;100;-1;1
1;692;50;100;-1;1
1;693;50;100;-1;1
1;694;50;100;-1;1
1;695;50;100;-1;1
1;696;50;100;-1;1
1;697;50;100;-1;1
1;698;50;100;-1;1
1;699;50;100;-1;1
1;700;50;100;-1;1
1;701;50;100;-1;1
1;702;50;100;-1;1
1;703;50;100;-1;1
1;704;50;100;-1;1
1;705;50;100;-1;1
1;706;50;100;-1;1
1;707;50;100;-1;1
1;708;50;100;-1;1
1;709;50;100;-1;1
1;710;50;100;-1;1
1;711;50;100;-1;1
1;712;50;100;-1;1
1;713;50;100;-1;1
0;714;50;100;-1;1
0;715;50;100;-1;1
1;716;50;100;-1;1
1;717;50;100;-1;1
1;718;50;100;-1;1
1;719;50;100;-1;1
1;720;50;100;-1;1
1;721;50;100;-1;1
1;722;50;100;-1;1
1;723;50;100;-1;1
1;724;50;100;-1;1
1;725;50;100;-1;1
1;726;50;100;-1;1
1;727;50;100;-1;1
1;728;50;100;-1;1
1;729;50;100;-1;1
1;730;50;100;-1;1
1;731;50;100;-1;1
1;732;50;100;-1;1
1;733;50;100;-1;1
1;734;50;100;-1;1
1;735;50;100;-1;1
1;736;50;100;-1;1
1;737;50;100;-1;1
1;738;50;100;-1;1
1;739;50;100;-1;1
1;740;50;100;-1;1
1;741;50;100;-1;1
1;742;50;100;-1;1
1;743;50;100;-1;1
1;744;50;100;-1;1
1;745;50;100;-1;1
1;746;50;100;-1;1
1;747;50;100;-1;1
1;748;50;100;-1;1
1;749;50;100;-1;1
0;750;50;100;-1;1
0;751;50;100;-1;1
1;752;50;100;-1;1
1;753;50;100;-1;1
1;754;50;100;-1;1
1;755;50;100;-1;1
1;756;50;100;-1;1
1;757;50;100;-1;1
1;758;50;100;-1;1
1;759;50;100;-1;1
1;760;50;100;-1;1
1;761;50;100;-1;1
1;762;50;100;-1;1
1;763;50;100;-1;1
1;764;50;100;-1;1
1;765;50;100;-1;1
1;766;50;100;-1;1
1;767;50;100;-1;1
1;768;50;100;-1;1
1;769;50;100;-1;1
1;770;50;100;-1;1
1;771;50;100;-1;1
1;772;50;100;-1;1
1;773;50;100;-1;1
1;774;50;100;-1;1
1;775;50;100;-1;1
1;776;50;100;-1;1
1;777;50;100;-1;1
1;778;50;100;-1;1
1;779;50;100;-1;1
1;780;50;100;-1;1
1;781;50;100;-1;1
1;782;50;100;-1;1
1;783;50;100;-1;1
1;784;50;100;-1;1
1;785;50;100;-1;1
0;786;50;100;-1;1
0;787;50;100;-1;1
1;788;50;100;-1;1
1;789;50;100;-1;1
1;790;50;100;-1;1
1;791;10;100;-1;1
1;792;10;100;-1;1
1;793;10;100;-1;1
1;794;10;100;-1;1
1;795;10;100;-1;1
1;796;10;100;-1;1
1;797;10;100;-1;1
1;798;10;100;-1;1
1;799;10;100;-1;1
1;800;10;100;-1;1
1;801;10;100;-1;1
1;802;10;100;-1;1
1;803;10;100;-1;1
1;804;10;100;-1;1
1;805;10;100;-1;1
1;806;10;100;-1;1
1;807;10;100;-1;1
1;808;10;100;-1;1
1;809;10;100;-1;1
1;810;10;100;-1;1
1;811;10;100;-1;1
1;812;10;100;-1;1
1;813;10;100;-1;1
1;814;10;100;-1;1
1;815;10;100;-1;1
1;816;10;100;-1;1
1;817;10;100;-1;1
1;818;10;100;-1;1
1;819;10;100;-1;1
1;820;10;100;-1;1
1;821;10;100;-1;1
0;822;10;100;-1;1
0;823;10;100;-1;1
1;824;10;100;-1;1
1;825;10;100;-1;1
1;826;10;100;-1;1
1;827;50;100;-1;1
1;828;50;100;-1;1
1;829;50;100;-1;1
1;830;50;100;-1;1
1;831;50;100;-1;1
1;832;50;100;-1;1
1;833;50;100;-1;1
1;834;50;100;-1;1
1;835;50;100;-1;1
1;836;50;100;-1;1
1;837;50;100;-1;1
1;838;50;100;-1;1
1;839;50;100;-1;1
1;840;50;100;-1;1
1;841;50;100;-1;1
1;842;50;100;-1;1
1;843;50;100;-1;1
1;844;50;100;-1;1
1;845;50;100;-1;1
1;846;50;100;-1;1
1;847;50;100;-1;1
1;848;50;100;-1;1
1;849;50;100;-1;1
1;850;50;100;-1;1
1;851;50;100;-1;1
1;852;50;100;-1;1
1;853;50;100;-1;1
1;854;50;100;-1;1
1;855;50;100;-1;1
1;856;50;100;-1;1
0;857;50;100;-1;1
0;858;50;100;-1;1
0;859;50;100;-1;1
1;860;50;100;-1;1
1;861;50;100;-1;1
1;862;50;100;-1;1
1;863;50;100;-1;1
1;864;50;100;-1;1
1;865;50;100;-1;1
1;866;50;100;-1;1
1;867;50;100;-1;1
1;868;50;100;-1;1
1;869;50;100;-1;1
1;870;50;100;-1;1
1;871;50;100;-1;1
1;872;50;100;-1;1
1;873;50;100;-1;1
1;874;50;100;-1;1
1;875;50;100;-1;1
1;876;50;100;-1;1
1;877;50;100;-1;1
1;878;50;100;-1;1
1;879;50;100;-1;1
1;880;50;100;-1;1
1;881;50;100;-1;1
1;882;50;100;-1;1
1;883;50;100;-1;1
1;884;50;100;-1;1
1;885;50;100;-1;1
1;886;50;100;-1;1
1;887;50;100;-1;1
1;888;50;100;-1;1
1;889;50;100;-1;1
1;890;50;100;-1;1
1;891;50;100;-1;1
1;892;50;100;-1;1
1;893;50;100;-1;1
0;894;50;100;-1;1
0;895;50;100;-1;1
1;896;50;100;-1;1
1;897;50;100;-1;1
1;898;50;100;-1;1
1;899;50;100;-1;1
1;900;50;100;-1;1
1;901;50;100;-1;1
1;902;50;100;-1;1
1;903;50;100;-1;1
1;904;50;100;-1;1
1;905;50;100;-1;1
1;906;50;100;-1;1
1;907;50;100;-1;1
1;908;50;100;-1;1
1;909;50;100;-1;1
1;910;50;100;-1;1
1;911;50;100;-1;1
1;912;50;100;-1;1
1;913;50;100;-1;1
1;914;50;100;-1;1
1;915;50;100;-1;1
1;916;50;100;-1;1
1;917;50;100;-1;1
1;918;50;100;-1;1
1;919;50;100;-1;1
1;920;50;100;-1;1
1;921;50;100;-1;1
1;922;50;100;-1;1
1;923;50;100;-1;1
1;924;50;100;-1;1
1;925;50;100;-1;1
1;926;50;100;-1;1
1;927;50;100;-1;1
1;928;50;100;-1;1
1;929;50;100;-1;1
0;930;50;100;-1;1
0;931;50;100;-1;1
1;932;50;100;-1;1
1;933;50;100;-1;1
1;934;50;100;-1;1
1;935;50;100;-1;1
1;936;50;100;-1;1
1;937;50;100;-1;1
1;938;50;100;-1;1
1;939;50;100;-1;1
1;940;50;100;-1;1
1;941;50;100;-1;1
1;942;50;100;-1;1
1;943;50;100;-1;1
1;944;50;100;-1;1
1;945;50;100;-1;1
1;946;50;100;-1;1
1;947;50;100;-1;1
1;948;50;100;-1;1
1;949;50;100;-1;1
1;950;50;100;-1;1
1;951;50;100;-1;1
1;952;50;100;-1;1
1;953;50;100;-1;1
1;954;50;100;-1;1
1;955;50;100;-1;1
1;956;50;100;-1;1
1;957;50;100;-1;1
1;958;50;100;-1;1
1;959;50;100;-1;1
1;960;50;100;-1;1
1;961;50;100;-1;1
1;962;50;100;-1;1
1;963;50;100;-1;1
1;964;50;100;-1;1
1;965;50;100;-1;1
0;966;50;100;-1;1
0;967;50;100;-1;1
1;968;50;100;-1;1
1;969;50;100;-1;1
1;970;50;100;-1;1
1;971;50;100;-1;1
1;972;50;100;-1;1
1;973;50;100;-1;1
1;974;50;100;-1;1
1;975;50;100;-1;1
1;976;50;100;-1;1
1;977;50;100;-1;1
1;978;50;100;-1;1
1;979;50;100;-1;1
1;980;50;100;-1;1
1;981;50;100;-1;1
1;982;50;100;-1;1
1;983;50;100;-1;1
1;984;50;100;-1;1
1;985;50;100;-1;1
1;986;50;100;-1;1
1;987;50;100;-1;1
1;988;50;100;-1;1
1;989;50;100;-1;1
1;990;50;100;-1;1
1;991;50;100;-1;1
1;992;50;100;-1;1
1;993;50;100;-1;1
1;994;50;100;-1;1
1;995;50;100;-1;1
1;996;50;100;-1;1
1;997;50;100;-1;1
1;998;50;100;-1;1
1;999;50;100;-1;1
1;1000;50;100;-1;1
1;1001;50;100;-1;1
0;1002;50;100;-1;1
0;1003;50;100;-1;1
1;1004;50;100;-1;1
1;1005;50;100;-1;1
1;1006;50;100;-1;1
1;1007;50;100;-1;1
1;1008;50;100;-1;1
1;1009;50;100;-1;1
1;1010;50;100;-1;1
1;1011;50;100;-1;1
1;1012;50;100;-1;1
1;1013;50;100;-1;1
1;1014;50;100;-1;1
1;1015;50;100;-1;1
1;1016;50;100;-1;1
1;1017;50;100;-1;1
1;1018;50;100;-1;1
1;1019;50;100;-1;1
1;1020;50;100;-1;1
1;1021;50;100;-1;1
1;1022;50;100;-1;1
1;1023;50;100;-1;1
1;1024;50;100;-1;1
1;1025;50;100;-1;1
1;1026;50;100;-1;1
1;1027;50;100;-1;1
1;1028;50;100;-1;1
1;1029;50;100;-1;1
1;1030;50;100;-1;1
1;1031;50;100;-1;1
1;1032;50;100;-1;1
1;1033;50;100;-1;1
1;1034;50;100;-1;1
1;1035;50;100;-1;1
1;1036;50;100;-1;1
1;1037;50;100;-1;1
0;1038;50;100;-1;1
0;1039;50;100;-1;1
1;1040;50;100;-1;1
1;1041;50;100;-1;1
1;1042;50;100;-1;1
1;1043;10;100;-1;1
1;1044;10;100;-1;1
1;1045;10;100;-1;1
1;1046;10;100;-1;1
1;1047;10;100;-1;1
1;1048;10;100;-1;1
1;1049;10;100;-1;1
1;1050;10;100;-1;1
1;1051;10;100;-1;1
1;1052;10;100;-1;1
1;1053;10;100;-1;1
1;1054;10;100;-1;1
1;1055;10;100;-1;1
1;1056;10;100;-1;1
1;1057;10;100;-1;1
1;1058;10;100;-1;1
1;1059;10;100;-1;1
1;1060;10;100;-1;1
1;1061;10;100;-1;1
1;1062;10;100;-1;1
1;1063;10;100;-1;1
1;1064;10;100;-1;1
1;1065;10;100;-1;1
1;1066;10;100;-1;1
1;1067;10;100;-1;1
1;1068;10;100;-1;1
1;1069;10;100;-1;1
1;1070;10;100;-1;1
1;1071;10;100;-1;1
1;1072;10;100;-1;1
1;1073;10;100;-1;1
0;1074;10;100;-1;1
0;1075;10;100;-1;1
1;1076;10;100;-1;1
1;1077;10;100;-1;1
1;1078;10;100;-1;1
1;1079;50;100;-1;1
1;1080;50;100;-1;1
1;1081;50;100;-1;1
1;1082;50;100;-1;1
1;1083;50;100;-1;1
1;1084;50;100;-1;1
1;1085;50;100;-1;1
1;1086;50;100;-1;1
1;1087;50;100;-1;1
1;1088;50;100;-1;1
1;1089;50;100;-1;1
1;1090;50;100;-1;1
1;1091;50;100;-1;1
1;1092;50;100;-1;1
1;1093;50;100;-1;1
1;1094;50;100;-1;1
1;1095;50;100;-1;1
1;1096;50;100;-1;1
1;1097;50;100;-1;1
1;1098;50;100;-1;1
1;1099;50;100;-1;1
1;1100;50;100;-1;1
1;1101;50;100;-1;1
1;1102;50;100;-1;1
1;1103;50;100;-1;1
1;1104;50;100;-1;1
1;1105;50;100;-1;1
1;1106;50;100;-1;1
1;1107;50;100;-1;1
1;1108;50;100;-1;1
0;1109;50;100;-1;1
0;1110;50;100;-1;1
0;1111;50;100;-1;1
1;1112;50;100;-1;1
1;1113;50;100;-1;1
1;1114;50;100;-1;1
1;1115;50;100;-1;1
1;1116;50;100;-1;1
1;1117;50;100;-1;1
1;1118;50;100;-1;1
1;1119;50;100;-1;1
1;1120;50;100;-1;1
1;1121;50;100;-1;1
1;1122;50;100;-1;1
1;1123;50;100;-1;1
1;1124;50;100;-1;1
1;1125;50;100;-1;1
1;1126;50;100;-1;1
1;1127;50;100;-1;1
1;1128;50;100;-1;1
1;1129;50;100;-1;1
1;1130;50;100;-1;1
1;1131;50;100;-1;1
1;1132;50;100;-1;1
1;1133;50;100;-1;1
1;1134;50;100;-1;1
1;1135;50;100;-1;1
1;1136;50;100;-1;1
1;1137;50;100;-1;1
1;1138;50;100;-1;1
1;1139;50;100;-1;1
1;1140;50;100;-1;1
1;1141;50;100;-1;1
1;1142;50;100;-1;1
1;1143;50;100;-1;1
1;1144;50;100;-1;1
1;1145;50;100;-1;1
0;1146;50;100;-1;1
1;6983;60;100;5;1
1;6984;60;100;6;1
1;6985;60;100;7;1
1;6986;60;100;8;1
1;6987;60;100;9;1
1;6988;60;100;10;1
1;6989;60;100;11;1
1;6990;60;100;12;1
1;6991;60;100;1;1
1;6992;60;100;2;1
1;6993;60;100;3;1
1;6994;60;100;4;1
1;6995;60;100;5;1
1;6996;60;100;6;1
1;6997;60;100;7;1
1;6998;60;100;8;1
1;6999;60;100;9;1
1;7000;60;100;10;1
1;7001;60;100;11;1
1;7002;60;100;12;1
1;7003;60;100;1;1
1;7004;60;100;2;1
1;7005;60;100;3;1
1;7006;60;100;4;1
1;7007;60;100;5;1
1;7008;60;100;6;1
1;7009;60;100;7;1
1;7010;60;100;8;1
1;7011;60;100;9;1
1;7012;60;100;10;1
1;7013;60;100;11;1
1;7014;60;100;12;1
1;7015;100;100;1;1
1;7016;100;100;2;1
1;7017;100;100;3;1
1;7018;100;100;4;1
1;7019;100;100;5;1
1;7020;100;100;6;1
1;7021;100;100;7;1
1;7022;100;100;8;1
1;7023;100;100;9;1
1;7024;100;100;10;1
1;7025;100;100;11;1
1;7026;100;100;12;1
1;7027;30;100;1;1
1;7028;30;100;2;1
1;7029;30;100;3;1
1;7030;30;100;4;1
1;7031;30;100;5;1
1;7032;30;100;6;1
1;7033;30;100;7;1
1;7034;30;100;8;1
1;7035;30;100;9;1
1;7036;30;100;10;1
1;7037;30;100;11;1
1;7038;30;100;12;1
1;7039;60;100;1;1
1;7040;60;100;2;1
1;7041;60;100;3;1
1;7042;60;100;4;1
1;7043;60;100;5;1
1;7044;60;100;6;1
1;7045;60;100;7;1
1;7046;60;100;8;1
1;7047;60;100;9;1
1;7048;60;100;10;1
1;7049;60;100;11;1
1;7050;60;100;12;1
1;7051;60;100;1;1
1;7052;60;100;2;1
1;7053;60;100;3;1
1;7054;60;100;4;1
1;7055;60;100;5;1
1;7056;60;100;6;1
1;7057;60;100;7;1
1;7058;60;100;8;1
1;7059;60;100;9;1
1;7060;60;100;10;1
1;7061;60;100;11;1
1;7062;60;100;12;1
0;38025;100;100;1;1
0;38970;100;100;11;1
0;38971;100;100;11;1
0;38972;100;100;11;1
0;38973;100;100;11;1
0;38982;100;100;12;1
0;38983;100;100;12;1
0;38984;100;100;12;1
0;38985;100;100;12;1
0;38994;100;100;13;1
0;38995;100;100;13;1
0;38996;100;100;13;1
0;38997;100;100;13;1
0;38974;100;100;11;1
0;38975;100;100;11;1
0;38976;100;100;11;1
0;38977;100;100;11;1
0;38986;100;100;12;1
0;38987;100;100;12;1
0;38988;100;100;12;1
1;6738;30;100;12;1
1;6739;30;100;1;1
1;6740;30;100;2;1
1;6741;30;100;3;1
1;6742;30;100;4;1
1;6743;30;100;5;1
1;6744;30;100;6;1
1;6745;30;100;7;1
1;6746;30;100;8;1
1;6747;30;100;9;1
1;6748;30;100;10;1
1;6749;30;100;11;1
1;6750;30;100;12;1
1;6751;100;100;1;1
1;6752;100;100;2;1
1;6753;100;100;3;1
1;6754;100;100;4;1
1;6755;100;100;5;1
1;6756;100;100;6;1
1;6757;100;100;7;1
1;6758;100;100;8;1
1;6759;100;100;9;1
1;6760;100;100;10;1
1;6761;100;100;11;1
1;6762;100;100;12;1
1;6763;30;100;1;1
1;6764;30;100;2;1
1;6765;30;100;3;1
1;6766;30;100;4;1
1;6767;30;100;5;1
1;6768;30;100;6;1
1;6769;30;100;7;1
1;6770;30;100;8;1
1;6771;30;100;9;1
1;6772;30;100;10;1
1;6773;30;100;11;1
1;6774;30;100;12;1
1;6775;60;100;1;1
1;6776;60;100;2;1
1;6777;60;100;3;1
1;6778;60;100;4;1
1;6779;60;100;5;1
1;6780;60;100;6;1
1;6781;60;100;7;1
1;6782;60;100;8;1
1;6783;60;100;9;1
1;6784;60;100;10;1
1;6785;60;100;11;1
1;6786;60;100;12;1
1;6787;100;100;1;1
1;6788;100;100;2;1
1;6789;100;100;3;1
1;6790;100;100;4;1
1;6791;100;100;5;1
0;38989;100;100;12;1
0;41649;100;100;1;1
0;41650;100;100;2;1
0;41651;100;100;3;1
0;41652;100;100;4;1
0;41653;100;100;5;1
0;41654;100;100;6;1
0;41655;100;100;1;1
0;41656;100;100;2;1
0;41657;100;100;3;1
0;41658;100;100;4;1
0;41659;100;100;5;1
0;41660;100;100;6;1
0;41661;100;100;1;1
0;41662;100;100;2;1
0;41663;100;100;3;1
0;41664;100;100;4;1
0;41665;100;100;5;1
0;41666;100;100;6;1
0;41667;100;100;1;1
0;41668;100;100;2;1
0;41669;100;100;3;1
0;41670;100;100;4;1
