"wRegionID";"X";"Z";"ContinentName";"AreaName";"IsBattleField";"Climate";"MaxCapacity";"AssocObjID";"AssocServer";"AssocFile256";"LinkedRegion_1";"LinkedRegion_2";"LinkedRegion_3";"LinkedRegion_4";"LinkedRegion_5";"LinkedRegion_6";"LinkedRegion_7";"LinkedRegion_8";"LinkedRegion_9";"LinkedRegion_10"
"23662";"110";"92";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23661";"23917";"23918";"23919";"23663";"23407";"23406";"23405";"0";"0"
"23663";"111";"92";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23662";"23918";"23919";"23920";"23664";"23408";"23407";"23406";"0";"0"
"23664";"112";"92";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23663";"23919";"23920";"23921";"23665";"23409";"23408";"23407";"0";"0"
"23665";"113";"92";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23664";"23920";"23921";"23922";"23666";"23410";"23409";"23408";"0";"0"
"23666";"114";"92";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23665";"23921";"23922";"23923";"23667";"23411";"23410";"23409";"0";"0"
"23667";"115";"92";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23666";"23922";"23923";"23924";"23668";"23412";"23411";"23410";"0";"0"
"23668";"116";"92";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23667";"23923";"23924";"23925";"23669";"23413";"23412";"23411";"0";"0"
"23669";"117";"92";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23668";"23924";"23925";"0";"23670";"23414";"23413";"23412";"0";"0"
"23670";"118";"92";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23669";"23925";"0";"0";"0";"0";"23414";"23413";"0";"0"
"23673";"121";"92";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"0";"0";"23929";"23930";"23674";"23418";"0";"0";"0";"0"
"23674";"122";"92";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23673";"23929";"23930";"23931";"23675";"23419";"23418";"0";"0";"0"
"23675";"123";"92";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23674";"23930";"23931";"23932";"23676";"23420";"23419";"23418";"0";"0"
"23676";"124";"92";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23675";"23931";"23932";"23933";"23677";"23421";"23420";"23419";"0";"0"
"23677";"125";"92";"Hotan";"???? ????";"1";"2004";"-1";"0";"0";"xxx";"23676";"23932";"23933";"23934";"23678";"23422";"23421";"23420";"0";"0"
"23678";"126";"92";"Hotan";"???? ????";"1";"2004";"-1";"0";"0";"xxx";"23677";"23933";"23934";"23935";"23679";"23423";"23422";"23421";"0";"0"
"23679";"127";"92";"Hotan";"???? ????";"1";"2004";"-1";"0";"0";"xxx";"23678";"23934";"23935";"23936";"23680";"23424";"23423";"23422";"0";"0"
"23680";"128";"92";"Hotan";"???? ????";"1";"2004";"-1";"0";"0";"xxx";"23679";"23935";"23936";"23937";"23681";"23425";"23424";"23423";"0";"0"
"23681";"129";"92";"Hotan";"???? ????";"1";"2004";"-1";"0";"0";"xxx";"23680";"23936";"23937";"23938";"23682";"23426";"23425";"23424";"0";"0"
"23682";"130";"92";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23681";"23937";"23938";"23939";"23683";"23427";"23426";"23425";"0";"0"
"23683";"131";"92";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23682";"23938";"23939";"23940";"23684";"23428";"23427";"23426";"0";"0"
"23684";"132";"92";"Hotan";"?? ??";"1";"2004";"-1";"0";"0";"xxx";"23683";"23939";"23940";"23941";"23685";"23429";"23428";"23427";"0";"0"
"23685";"133";"92";"Hotan";"?? ??";"1";"2001";"-1";"0";"0";"xxx";"23684";"23940";"23941";"23942";"23686";"23430";"23429";"23428";"0";"0"
"23686";"134";"92";"Hotan";"Town_Khotan";"0";"2001";"-1";"0";"0";"xxx";"23685";"23941";"23942";"23943";"23687";"23431";"23430";"23429";"0";"0"
"23687";"135";"92";"Hotan";"Town_Khotan";"0";"2001";"-1";"0";"0";"xxx";"23686";"23942";"23943";"23944";"23688";"23432";"23431";"23430";"0";"0"
"23688";"136";"92";"Hotan";"Town_Khotan";"0";"2001";"-1";"0";"0";"xxx";"23687";"23943";"23944";"23945";"23689";"23433";"23432";"23431";"0";"0"
"23689";"137";"92";"Hotan";"?? ??";"1";"2001";"-1";"0";"0";"xxx";"23688";"23944";"23945";"23946";"23690";"23434";"23433";"23432";"0";"0"
"23690";"138";"92";"Hotan";"?? ??";"1";"2001";"-1";"0";"0";"xxx";"23689";"23945";"23946";"23947";"23691";"23435";"23434";"23433";"0";"0"
"23691";"139";"92";"Hotan";"?? ??";"1";"2001";"-1";"0";"0";"xxx";"23690";"23946";"23947";"23948";"23692";"23436";"23435";"23434";"0";"0"
"23692";"140";"92";"Hotan";"???";"1";"2001";"-1";"0";"0";"xxx";"23691";"23947";"23948";"23949";"23693";"23437";"23436";"23435";"0";"0"
"23693";"141";"92";"Hotan";"?";"1";"2001";"-1";"0";"0";"xxx";"23692";"23948";"23949";"0";"0";"0";"23437";"23436";"0";"0"
"23695";"143";"92";"Donwhang";"???";"1";"2001";"-1";"0";"0";"xxx";"0";"0";"23951";"23952";"23696";"23440";"23439";"0";"0";"0"
"23696";"144";"92";"Donwhang";"?? ????";"1";"2001";"-1";"0";"0";"xxx";"23695";"23951";"23952";"23953";"23697";"23441";"23440";"23439";"0";"0"
"23697";"145";"92";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23696";"23952";"23953";"23954";"23698";"23442";"23441";"23440";"0";"0"
"23698";"146";"92";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23697";"23953";"23954";"23955";"23699";"23443";"23442";"23441";"0";"0"
"23699";"147";"92";"Donwhang";"??? ??";"1";"2002";"-1";"0";"0";"xxx";"23698";"23954";"23955";"23956";"23700";"23444";"23443";"23442";"0";"0"
"23700";"148";"92";"Donwhang";"??? ??";"1";"2002";"-1";"0";"0";"xxx";"23699";"23955";"23956";"23957";"23701";"23445";"23444";"23443";"0";"0"
"23701";"149";"92";"Donwhang";"??? ??";"1";"2002";"-1";"0";"0";"xxx";"23700";"23956";"23957";"23958";"23702";"23446";"23445";"23444";"0";"0"
"23702";"150";"92";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23701";"23957";"23958";"23959";"23703";"23447";"23446";"23445";"0";"0"
"23703";"151";"92";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23702";"23958";"23959";"23960";"23704";"23448";"23447";"23446";"0";"0"
"23704";"152";"92";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23703";"23959";"23960";"0";"0";"0";"23448";"23447";"0";"0"
"23708";"156";"92";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"0";"0";"23964";"23965";"23709";"23453";"23452";"0";"0";"0"
"23709";"157";"92";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23708";"23964";"23965";"23966";"23710";"23454";"23453";"23452";"0";"0"
"23710";"158";"92";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23709";"23965";"23966";"23967";"23711";"23455";"23454";"23453";"0";"0"
"23711";"159";"92";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23710";"23966";"23967";"23968";"23712";"23456";"23455";"23454";"0";"0"
"23712";"160";"92";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23711";"23967";"23968";"23969";"23713";"23457";"23456";"23455";"0";"0"
"23713";"161";"92";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23712";"23968";"23969";"23970";"23714";"23458";"23457";"23456";"0";"0"
"23714";"162";"92";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23713";"23969";"23970";"23971";"23715";"23459";"23458";"23457";"0";"0"
"23715";"163";"92";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23714";"23970";"23971";"23972";"23716";"23460";"23459";"23458";"0";"0"
"23716";"164";"92";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23715";"23971";"23972";"23973";"23717";"23461";"23460";"23459";"0";"0"
"23717";"165";"92";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23716";"23972";"23973";"23974";"23718";"23462";"23461";"23460";"0";"0"
"23718";"166";"92";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23717";"23973";"23974";"23975";"23719";"23463";"23462";"23461";"0";"0"
"23719";"167";"92";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23718";"23974";"23975";"23976";"23720";"23464";"23463";"23462";"0";"0"
"23720";"168";"92";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23719";"23975";"23976";"23977";"23721";"23465";"23464";"23463";"0";"0"
"23721";"169";"92";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23720";"23976";"23977";"23978";"23722";"23466";"23465";"23464";"0";"0"
"23722";"170";"92";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23721";"23977";"23978";"23979";"23723";"23467";"23466";"23465";"0";"0"
"23723";"171";"92";"Jangan";"?? ??";"1";"1001";"-1";"0";"0";"xxx";"23722";"23978";"23979";"23980";"23724";"23468";"23467";"23466";"0";"0"
"23724";"172";"92";"Jangan";"?? ??";"1";"1001";"-1";"0";"0";"xxx";"23723";"23979";"23980";"23981";"23725";"0";"23468";"23467";"0";"0"
"23725";"173";"92";"Jangan";"?? ??";"1";"1001";"-1";"0";"0";"xxx";"23724";"23980";"23981";"0";"0";"0";"0";"23468";"0";"0"
"23753";"201";"92";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"0";"0";"24009";"24010";"23754";"23498";"23497";"0";"0";"0"
"23754";"202";"92";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"23753";"24009";"24010";"24011";"23755";"23499";"23498";"23497";"0";"0"
"23755";"203";"92";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"23754";"24010";"24011";"24012";"23756";"23500";"23499";"23498";"0";"0"
"23756";"204";"92";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"23755";"24011";"24012";"24013";"23757";"23501";"23500";"23499";"0";"0"
"23757";"205";"92";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"23756";"24012";"24013";"24014";"23758";"23502";"23501";"23500";"0";"0"
"23758";"206";"92";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"23757";"24013";"24014";"24015";"23759";"23503";"23502";"23501";"0";"0"
"23759";"207";"92";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"23758";"24014";"24015";"24016";"23760";"23504";"23503";"23502";"0";"0"
"23760";"208";"92";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"23759";"24015";"24016";"24017";"23761";"23505";"23504";"23503";"0";"0"
"23761";"209";"92";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"23760";"24016";"24017";"0";"23762";"23506";"23505";"23504";"0";"0"
"23762";"210";"92";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"23761";"24017";"0";"0";"0";"0";"23506";"23505";"0";"0"
"23854";"46";"93";"DELTA";"town_Alex";"0";"4001";"-1";"0";"0";"xxx";"0";"0";"24110";"24111";"23855";"23599";"23598";"0";"0";"0"
"23855";"47";"93";"DELTA";"town_Alex";"0";"4001";"-1";"0";"0";"xxx";"23854";"24110";"24111";"24112";"23856";"23600";"23599";"23598";"0";"0"
"23856";"48";"93";"DELTA";"town_Alex";"0";"4001";"-1";"0";"0";"xxx";"23855";"24111";"24112";"24113";"23857";"23601";"23600";"23599";"0";"0"
"23857";"49";"93";"DELTA";"town_Alex";"0";"4001";"-1";"0";"0";"xxx";"23856";"24112";"24113";"24114";"23858";"23602";"23601";"23600";"0";"0"
"23858";"50";"93";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"23857";"24113";"24114";"24115";"23859";"23603";"23602";"23601";"0";"0"
"23859";"51";"93";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"23858";"24114";"24115";"24116";"23860";"23604";"23603";"23602";"0";"0"
"23860";"52";"93";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"23859";"24115";"24116";"24117";"23861";"23605";"23604";"23603";"0";"0"
"23861";"53";"93";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"23860";"24116";"24117";"24118";"23862";"23606";"23605";"23604";"0";"0"
"23862";"54";"93";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"23861";"24117";"24118";"24119";"23863";"23607";"23606";"23605";"0";"0"
"23863";"55";"93";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"23862";"24118";"24119";"24120";"23864";"23608";"23607";"23606";"0";"0"
"23864";"56";"93";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"23863";"24119";"24120";"24121";"23865";"23609";"23608";"23607";"0";"0"
"23865";"57";"93";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"23864";"24120";"24121";"0";"0";"0";"23609";"23608";"0";"0"
"23912";"104";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"0";"0";"24168";"24169";"23913";"23657";"23656";"0";"0";"0"
"23913";"105";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23912";"24168";"24169";"24170";"23914";"23658";"23657";"23656";"0";"0"
"23914";"106";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23913";"24169";"24170";"24171";"23915";"23659";"23658";"23657";"0";"0"
"23915";"107";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23914";"24170";"24171";"24172";"23916";"23660";"23659";"23658";"0";"0"
"23916";"108";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23915";"24171";"24172";"24173";"23917";"23661";"23660";"23659";"0";"0"
"23917";"109";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23916";"24172";"24173";"24174";"23918";"23662";"23661";"23660";"0";"0"
"23918";"110";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23917";"24173";"24174";"24175";"23919";"23663";"23662";"23661";"0";"0"
"23919";"111";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23918";"24174";"24175";"24176";"23920";"23664";"23663";"23662";"0";"0"
"23920";"112";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23919";"24175";"24176";"24177";"23921";"23665";"23664";"23663";"0";"0"
"23921";"113";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23920";"24176";"24177";"24178";"23922";"23666";"23665";"23664";"0";"0"
"23922";"114";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23921";"24177";"24178";"24179";"23923";"23667";"23666";"23665";"0";"0"
"23923";"115";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23922";"24178";"24179";"24180";"23924";"23668";"23667";"23666";"0";"0"
"23924";"116";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23923";"24179";"24180";"24181";"23925";"23669";"23668";"23667";"0";"0"
"23925";"117";"93";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"23924";"24180";"24181";"24182";"0";"23670";"23669";"23668";"0";"0"
"23929";"121";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"0";"0";"24185";"0";"23930";"23674";"23673";"0";"0";"0"
"23930";"122";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23929";"24185";"0";"24187";"23931";"23675";"23674";"23673";"0";"0"
"23931";"123";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23930";"0";"24187";"24188";"23932";"23676";"23675";"23674";"0";"0"
"23932";"124";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23931";"24187";"24188";"24189";"23933";"23677";"23676";"23675";"0";"0"
"23933";"125";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23932";"24188";"24189";"24190";"23934";"23678";"23677";"23676";"0";"0"
"23934";"126";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23933";"24189";"24190";"24191";"23935";"23679";"23678";"23677";"0";"0"
"23935";"127";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23934";"24190";"24191";"24192";"23936";"23680";"23679";"23678";"0";"0"
"23936";"128";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23935";"24191";"24192";"24193";"23937";"23681";"23680";"23679";"0";"0"
"23937";"129";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23936";"24192";"24193";"24194";"23938";"23682";"23681";"23680";"0";"0"
"23938";"130";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23937";"24193";"24194";"24195";"23939";"23683";"23682";"23681";"0";"0"
"23939";"131";"93";"Hotan";"???? ??";"1";"2004";"-1";"0";"0";"xxx";"23938";"24194";"24195";"24196";"23940";"23684";"23683";"23682";"0";"0"
"23940";"132";"93";"Hotan";"?? ??";"1";"2004";"-1";"0";"0";"xxx";"23939";"24195";"24196";"24197";"23941";"23685";"23684";"23683";"0";"0"
"23941";"133";"93";"Hotan";"?? ??";"1";"2001";"-1";"0";"0";"xxx";"23940";"24196";"24197";"24198";"23942";"23686";"23685";"23684";"0";"0"
"23942";"134";"93";"Hotan";"?? ??";"1";"2001";"-1";"0";"0";"xxx";"23941";"24197";"24198";"24199";"23943";"23687";"23686";"23685";"0";"0"
"23943";"135";"93";"Hotan";"Town_Khotan";"0";"2001";"-1";"0";"0";"xxx";"23942";"24198";"24199";"24200";"23944";"23688";"23687";"23686";"0";"0"
"23944";"136";"93";"Hotan";"?? ??";"1";"2001";"-1";"0";"0";"xxx";"23943";"24199";"24200";"24201";"23945";"23689";"23688";"23687";"0";"0"
"23945";"137";"93";"Hotan";"?? ??";"1";"2001";"-1";"0";"0";"xxx";"23944";"24200";"24201";"24202";"23946";"23690";"23689";"23688";"0";"0"
"23946";"138";"93";"Hotan";"?? ??";"1";"2001";"-1";"0";"0";"xxx";"23945";"24201";"24202";"24203";"23947";"23691";"23690";"23689";"0";"0"
"23947";"139";"93";"Hotan";"?? ??";"1";"2001";"-1";"0";"0";"xxx";"23946";"24202";"24203";"24204";"23948";"23692";"23691";"23690";"0";"0"
"23948";"140";"93";"Hotan";"???";"1";"2001";"-1";"0";"0";"xxx";"23947";"24203";"24204";"24205";"23949";"23693";"23692";"23691";"0";"0"
"23949";"141";"93";"Hotan";"?";"1";"2001";"-1";"0";"0";"xxx";"23948";"24204";"24205";"0";"0";"0";"23693";"23692";"0";"0"
"23951";"143";"93";"Donwhang";"???";"1";"2001";"-1";"0";"0";"xxx";"0";"0";"24207";"24208";"23952";"23696";"23695";"0";"0";"0"
"23952";"144";"93";"Donwhang";"??? ??";"1";"2002";"-1";"0";"0";"xxx";"23951";"24207";"24208";"24209";"23953";"23697";"23696";"23695";"0";"0"
"23953";"145";"93";"Donwhang";"??? ??";"1";"2002";"-1";"0";"0";"xxx";"23952";"24208";"24209";"24210";"23954";"23698";"23697";"23696";"0";"0"
"23954";"146";"93";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23953";"24209";"24210";"24211";"23955";"23699";"23698";"23697";"0";"0"
"23955";"147";"93";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23954";"24210";"24211";"24212";"23956";"23700";"23699";"23698";"0";"0"
"23956";"148";"93";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23955";"24211";"24212";"24213";"23957";"23701";"23700";"23699";"0";"0"
"23957";"149";"93";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23956";"24212";"24213";"24214";"23958";"23702";"23701";"23700";"0";"0"
"23958";"150";"93";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23957";"24213";"24214";"24215";"23959";"23703";"23702";"23701";"0";"0"
"23959";"151";"93";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23958";"24214";"24215";"24216";"23960";"23704";"23703";"23702";"0";"0"
"23960";"152";"93";"Donwhang";"?? ????";"1";"2002";"-1";"0";"0";"xxx";"23959";"24215";"24216";"0";"0";"0";"23704";"23703";"0";"0"
"23964";"156";"93";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"0";"0";"24220";"24221";"23965";"23709";"23708";"0";"0";"0"
"23965";"157";"93";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23964";"24220";"24221";"24222";"23966";"23710";"23709";"23708";"0";"0"
"23966";"158";"93";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23965";"24221";"24222";"24223";"23967";"23711";"23710";"23709";"0";"0"
"23967";"159";"93";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23966";"24222";"24223";"24224";"23968";"23712";"23711";"23710";"0";"0"
"23968";"160";"93";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23967";"24223";"24224";"24225";"23969";"23713";"23712";"23711";"0";"0"
"23969";"161";"93";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23968";"24224";"24225";"24226";"23970";"23714";"23713";"23712";"0";"0"
"23970";"162";"93";"Jangan";"??? ??";"1";"1001";"-1";"0";"0";"xxx";"23969";"24225";"24226";"24227";"23971";"23715";"23714";"23713";"0";"0"
"23971";"163";"93";"Jangan";"??? ?";"1";"1001";"-1";"0";"0";"xxx";"23970";"24226";"24227";"24228";"23972";"23716";"23715";"23714";"0";"0"
"23972";"164";"93";"Jangan";"??? ?";"1";"1001";"-1";"0";"0";"xxx";"23971";"24227";"24228";"24229";"23973";"23717";"23716";"23715";"0";"0"
"23973";"165";"93";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23972";"24228";"24229";"24230";"23974";"23718";"23717";"23716";"0";"0"
"23974";"166";"93";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23973";"24229";"24230";"24231";"23975";"23719";"23718";"23717";"0";"0"
"23975";"167";"93";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23974";"24230";"24231";"24232";"23976";"23720";"23719";"23718";"0";"0"
"23976";"168";"93";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23975";"24231";"24232";"24233";"23977";"23721";"23720";"23719";"0";"0"
"23977";"169";"93";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23976";"24232";"24233";"24234";"23978";"23722";"23721";"23720";"0";"0"
"23978";"170";"93";"Jangan";"?? ?";"1";"1001";"-1";"0";"0";"xxx";"23977";"24233";"24234";"24235";"23979";"23723";"23722";"23721";"0";"0"
"23979";"171";"93";"Jangan";"?? ??";"1";"1001";"-1";"0";"0";"xxx";"23978";"24234";"24235";"24236";"23980";"23724";"23723";"23722";"0";"0"
"23980";"172";"93";"Jangan";"?? ??";"1";"1001";"-1";"0";"0";"xxx";"23979";"24235";"24236";"24237";"23981";"23725";"23724";"23723";"0";"0"
"23981";"173";"93";"Jangan";"?? ??";"1";"1001";"-1";"0";"0";"xxx";"23980";"24236";"24237";"0";"0";"0";"23725";"23724";"0";"0"
"24009";"201";"93";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"0";"0";"24265";"24266";"24010";"23754";"23753";"0";"0";"0"
"24010";"202";"93";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"24009";"24265";"24266";"24267";"24011";"23755";"23754";"23753";"0";"0"
"24011";"203";"93";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"24010";"24266";"24267";"24268";"24012";"23756";"23755";"23754";"0";"0"
"24012";"204";"93";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"24011";"24267";"24268";"24269";"24013";"23757";"23756";"23755";"0";"0"
"24013";"205";"93";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"24012";"24268";"24269";"24270";"24014";"23758";"23757";"23756";"0";"0"
"24014";"206";"93";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"24013";"24269";"24270";"24271";"24015";"23759";"23758";"23757";"0";"0"
"24015";"207";"93";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"24014";"24270";"24271";"0";"24016";"23760";"23759";"23758";"0";"0"
"24016";"208";"93";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"24015";"24271";"0";"0";"24017";"23761";"23760";"23759";"0";"0"
"24017";"209";"93";"JUPITER";"???? ?? ??";"1";"3001";"-1";"0";"0";"xxx";"24016";"0";"0";"0";"0";"23762";"23761";"23760";"0";"0"
"24110";"46";"94";"DELTA";"town_Alex";"0";"4001";"-1";"0";"0";"xxx";"0";"0";"0";"24367";"24111";"23855";"23854";"0";"0";"0"
"24111";"47";"94";"DELTA";"town_Alex";"0";"4001";"-1";"0";"0";"xxx";"24110";"0";"24367";"24368";"24112";"23856";"23855";"23854";"0";"0"
"24112";"48";"94";"DELTA";"town_Alex";"0";"4001";"-1";"0";"0";"xxx";"24111";"24367";"24368";"24369";"24113";"23857";"23856";"23855";"0";"0"
"24113";"49";"94";"DELTA";"town_Alex";"0";"4001";"-1";"0";"0";"xxx";"24112";"24368";"24369";"0";"24114";"23858";"23857";"23856";"0";"0"
"24114";"50";"94";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"24113";"24369";"0";"0";"24115";"23859";"23858";"23857";"0";"0"
"24115";"51";"94";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"24114";"0";"0";"0";"24116";"23860";"23859";"23858";"0";"0"
"24116";"52";"94";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"24115";"0";"0";"0";"24117";"23861";"23860";"23859";"0";"0"
"24117";"53";"94";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"24116";"0";"0";"0";"24118";"23862";"23861";"23860";"0";"0"
"24118";"54";"94";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"24117";"0";"0";"0";"24119";"23863";"23862";"23861";"0";"0"
"24119";"55";"94";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"24118";"0";"0";"0";"24120";"23864";"23863";"23862";"0";"0"
"24120";"56";"94";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"24119";"0";"0";"0";"24121";"23865";"23864";"23863";"0";"0"
"24121";"57";"94";"DELTA";"DELTA_FILED";"1";"4001";"-1";"0";"0";"xxx";"24120";"0";"0";"0";"0";"0";"23865";"23864";"0";"0"
"24168";"104";"94";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"0";"0";"24424";"24425";"24169";"23913";"23912";"0";"0";"0"
"24169";"105";"94";"Roc";"Roc";"1";"3002";"-1";"0";"0";"xxx";"24168";"24424";"24425";"24426";"24170";"23914";"23913";"23912";"0";"0"
